State,City,Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),CO (mg/m3),SO2 (ug/m3),O3 (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Xylene (ug/m3),AQI,AQI_Bucket,Wind_Speed (km/h),Humidity (%),Deforestation_Rate_%,Industry_Growth_%,CO2_Emission_MT,Population_Density_per_SqKm
Cairo,Cairo,2014-12-01,50.68540492859486,168.4836210509941,18.196704247052544,94.55031229599948,59.75591876781757,10.00334173555702,1.9461583705028966,7.1416144661894645,55.907820969536104,0.5191536394253148,0.8017454538971496,0.6514780491641262,138.0,Unhealthy for Sensitive Groups,5.439368445990692,34.80715144208965,0.05347952002810182,2.580025165526799,9.226335526529258,23809.029519638792
Cairo,Cairo,2015-01-01,64.83924543132068,172.9554442598423,26.38510231028634,152.6852360602908,94.90727933640588,10.993238593265273,2.664013678661766,7.254986062189911,47.889583558305446,1.6437863167830074,3.4486503775194186,2.404211305373787,156.0,Unhealthy,25.86541315816139,17.95596838346453,0.029185453807536888,2.933946720669849,6.683697258095677,23843.715160943422
Cairo,Cairo,2015-02-01,21.73439510684404,60.01931462790322,15.917616294608884,36.53008271389057,27.797280474504714,20.827008873335945,0.884561441865581,8.820706000745698,62.04703732743185,0.6105291585664957,0.802889973832397,0.5905589046940587,71.0,Moderate,14.374355832763245,25.3257567990233,0.03141424672913183,4.574344770027953,5.343602070453468,21474.070183761916
Cairo,Cairo,2015-03-01,35.70230068963508,167.2672921821685,14.454665604916265,74.56362846265539,47.17969585581297,22.881695605827286,1.4709097860146558,16.35133698331599,54.272617293341646,1.1048865442836957,2.1259464142727884,1.209427451288374,101.0,Unhealthy for Sensitive Groups,11.864898879184167,28.38833509367704,0.06700280293575002,5.015567343118364,7.285272053826791,17997.76279035605
Cairo,Cairo,2015-04-01,68.25594918125276,325.9410694748636,26.949672593519374,151.26492106280816,94.4537346378536,18.566268568613182,1.7657899259157466,17.7572486928068,45.9109230964206,2.7036728805053225,6.330522324218741,2.2672719816579674,158.0,Unhealthy,22.922479012083134,29.70082384229122,0.07981018470825746,4.085720949263782,6.245507696691671,17505.990339948166
Cairo,Cairo,2015-05-01,55.640728630636126,332.12753124378304,35.23616766238531,87.0249885318903,64.79841278296608,12.084057065884696,1.042026171007148,6.099678782456827,38.82801744818063,1.5003646531377843,2.977902124868645,1.3752862417453051,151.0,Unhealthy,17.216637743761524,40.124341859290915,0.07361272971747118,3.1995374993187333,9.761355493300869,18333.02495588558
Cairo,Cairo,2015-06-01,66.28494665190547,210.93301918363338,53.09373469951224,140.83080411301873,102.7800055706414,22.1386175239131,3.9221726475821117,22.472176262101943,128.03967370955255,1.9599351147754238,3.3079235515632823,2.208587971186809,157.0,Unhealthy,14.545034211225085,76.6387857138595,0.07708828805427219,1.4409960307559908,9.23556847564107,21739.528032724633
Cairo,Cairo,2015-07-01,41.83951848957578,91.61969703956912,19.291384229048724,71.98538024609424,48.37668517182577,18.062745008552994,1.5297569069870587,8.088372638852073,42.792148378275634,1.16160103206557,2.557977601897673,1.2045623523960893,117.0,Unhealthy for Sensitive Groups,12.66254688067351,41.00657322438151,0.04114673308100723,2.4427154611162774,6.395720905993571,18166.758972426276
Cairo,Cairo,2015-08-01,31.753925973294166,92.57735412051272,25.551841544152943,45.22312878277748,37.51073427327313,16.6782331692631,1.4133037517900482,10.082113803002377,27.952693378445296,0.9732589394969657,1.6300923900639517,0.7879809594506899,92.0,Moderate,18.12085885184817,18.8043157362603,0.06690254860753385,1.8940534195977978,11.4623038991482,21259.19658184466
Cairo,Cairo,2015-09-01,89.31297537843108,312.04702863492423,70.09032570110756,114.6854275817571,97.93114923991827,24.211547948263757,3.090371464108643,20.289241338170417,67.7117689590754,3.3629742221255063,5.13480123539844,2.519338971267649,168.0,Unhealthy,19.24780256903568,38.836590061116034,0.03384295733530423,5.401737150056621,7.213513855787906,20503.528864293174
Cairo,Cairo,2015-10-01,99.87205318248472,288.9624133245048,64.66348319647035,211.03049318765204,146.11780748358487,10.70012259975129,3.85591500796992,34.85093585568659,45.55898697554117,3.8927340345670514,5.11556412540761,4.33719955409754,174.0,Unhealthy,14.564903650367532,35.2201319542729,0.0927874819515263,5.872002374271352,9.79347851811987,19098.736431942238
Cairo,Cairo,2015-11-01,110.43101536876526,351.03893308315367,75.96965344421565,164.3868771374218,127.38896120826786,18.864929546999978,2.434188491189428,22.541551821609474,54.041861691874345,3.0298834601677664,7.057358800630834,4.282801389968396,179.0,Unhealthy,17.296226365910556,54.211506771792344,0.09750570361153729,3.080353234325718,6.591197532110246,20017.88508636305
Cairo,Cairo,2015-12-01,31.505036275730866,99.35403697717295,10.215971513464321,42.13284661216426,27.744873606583152,10.926995713869582,1.197049418707677,5.021021703432568,32.5986996415551,0.8712373487784578,1.773068870328459,0.472927708822342,92.0,Moderate,13.858901666974806,61.499135353448196,0.08027134073897763,1.9347355682055225,6.160394521747117,19533.196595101625
Cairo,Cairo,2016-01-01,49.11234550949635,124.0320640720033,25.55223668578919,90.2131992895886,61.355681066950225,11.96685016414397,2.112235714424513,19.69232370234233,68.14169247819817,1.7136329082722783,3.111035102708672,0.9984620183962394,135.0,Unhealthy for Sensitive Groups,6.066340610115091,58.659743053142755,0.03598390782404127,1.4708321412872958,9.094775786555507,19743.716709580825
Cairo,Cairo,2016-02-01,62.21845179419732,159.14073546088287,28.498350433033085,103.79915504587385,70.11767790382068,28.010307917612675,3.9181084882072277,19.632123515179057,65.66371567624432,0.6516692533494195,1.3277442872868555,0.461528698859974,154.0,Unhealthy,5.905801744535811,50.19974702425954,0.07765681254463727,3.442492998919461,8.931367608866807,21594.63460587158
Cairo,Cairo,2016-03-01,51.77217983217552,285.31228883233473,20.191270061514643,106.38269223205072,67.08420001558964,17.511817512415796,1.832688058016395,11.750418561437588,79.01858278521566,0.8172875701489776,1.1520808295797547,0.9653772592898553,141.0,Unhealthy for Sensitive Groups,18.45631513273213,41.22655160211093,0.06793896115419702,1.6754685940510297,11.861414259790896,18713.37392931966
Cairo,Cairo,2016-04-01,94.51954451367881,464.1543080978606,50.45411673855777,132.35080419057178,96.88660809243866,24.245936310729583,2.153286321648589,33.19135434163823,71.03350017146224,1.4420185638061775,1.7807201771291559,0.8339863218040228,171.0,Unhealthy,13.509515381885087,49.504022633406805,0.09549231046878408,1.1382794260156732,10.86648853883343,20538.211016700123
Cairo,Cairo,2016-05-01,67.18211668227346,342.61152731959777,34.46056408270707,95.9744605601237,69.13056306070031,17.717903821446058,3.9635077986143368,14.436384433229444,54.20934162419703,0.8173263057154208,1.8363306818768572,1.1396052777371175,157.0,Unhealthy,19.17512985346921,41.85762315009117,0.016001581499830834,5.638486452202556,7.3738422822028395,22111.34781926123
Cairo,Cairo,2016-06-01,54.166125004134464,166.25526624387854,39.938580152469214,93.84826248539014,70.90702659806547,17.012099472931407,2.0737131442232086,13.331554035328043,36.09405749252629,1.1263103588300625,2.674547556179898,0.997039640770861,147.0,Unhealthy for Sensitive Groups,7.4786930362115065,40.74066102856732,0.012663903368473096,3.189926501206878,6.19594026051816,17702.502773302473
Cairo,Cairo,2016-07-01,47.96586775541206,151.87732688612317,31.602686310005932,89.35355980759527,64.10681044232865,11.86951174698088,3.2343205738551406,12.00742593419801,57.27019877714586,1.5618194341804663,2.0780952346315282,1.021403212492668,132.0,Unhealthy for Sensitive Groups,22.37820396875754,60.02631772274315,0.011117052210175917,4.47841370517018,10.846626506013667,22821.19549825308
Cairo,Cairo,2016-08-01,97.04556369017875,233.6153463863587,82.2810556365134,213.80080856766892,156.92338802821666,19.888711295698272,6.7726095287124695,18.495698792863443,55.90345062938776,2.704030076262097,4.740670527436762,3.181003726731093,172.0,Unhealthy,13.835417375852726,44.85880682471371,0.08697100783286281,5.218462975837982,9.435116797327872,20728.574306110517
Cairo,Cairo,2016-09-01,59.730055505241324,132.6121101089719,23.130138455657345,115.63142722569776,73.54362981111821,15.126550491203806,3.8872335302964585,16.506231785935118,37.94635839628591,1.0768235098118306,2.558544619336941,1.5920067693263744,153.0,Unhealthy,16.245809266419343,51.80815933928941,0.07230016110016708,2.480660853833678,8.939222497264506,18557.280624586012
Cairo,Cairo,2016-10-01,69.9224065575876,170.44928899449116,23.48338173088454,160.18588017312985,97.34470880912762,15.402381542509419,2.114375486016906,29.79404801042243,85.89458428851916,2.569738141285875,5.790612933309417,3.170162524691825,158.0,Unhealthy,22.37965956663508,27.702009076682913,0.07089729704516542,3.1939697396111058,6.677355942586529,15461.146309017124
Cairo,Cairo,2016-11-01,137.6116168357148,379.9879879544464,85.42443025648552,209.70633965862726,156.41930805500976,13.694361591039794,4.363078681522056,67.20769818816551,87.81055304081718,2.6657793443731514,4.595901900067333,2.480983917970069,193.0,Unhealthy,12.634346124485699,74.1281596028911,0.07846511265481546,1.3263833342884914,7.641542327964027,19490.917685071512
Cairo,Cairo,2016-12-01,35.58312700057955,89.42794091944829,10.696867382354723,69.30759988969577,42.40236765418676,14.496109941985097,2.1663933962915265,6.681404035271175,49.7424976572648,0.914419725315805,1.2106842874555985,1.289363800527205,101.0,Unhealthy for Sensitive Groups,19.022946420094097,44.53606853235388,0.09758070338247447,5.4919967922136035,11.629471310891098,18525.63967047052
Cairo,Cairo,2017-01-01,64.1772719000951,183.06850076886553,49.58537324668548,129.24449124692472,94.77982818161342,15.12464122239277,2.7012168484598273,30.518458520553697,76.18046019662393,0.724746345962173,1.1739589276821285,0.6109634858546258,155.0,Unhealthy,17.914814155966713,49.29629655742691,0.05839370780368983,1.645861582042,8.318557654123543,19446.785730612108
Cairo,Cairo,2017-02-01,20.806597522404488,43.281854749497775,12.558523807991762,43.54616245033864,29.735483716915116,15.61440653036421,0.7091156638986715,4.393451069363566,65.18292022606585,0.7329693545044166,1.6536500706983779,0.49407956337554065,69.0,Moderate,15.711134357089604,34.280858590024636,0.042383778599447294,1.2665291921291557,6.161459336814595,20846.075580804754
Cairo,Cairo,2017-03-01,46.81079063084395,231.09698383883173,27.75127848623416,111.7508753503182,73.93614153337276,14.746404904753591,1.5855292941039436,13.4797819313819,48.329423830123815,1.8405790252228127,2.7739834144537516,2.719804247377004,129.0,Unhealthy for Sensitive Groups,20.5840986207717,37.238045031031376,0.02994791495395071,3.7579572014128013,12.224623208013957,19657.680239254332
Cairo,Cairo,2017-04-01,89.51211460433545,407.9158749149673,46.322303336002065,161.4975675020607,110.14453154417326,7.215761048570917,4.40248893953828,12.554850127195907,61.90570674850085,3.2883632825077767,7.924248811192345,4.0219173855777335,169.0,Unhealthy,13.101527840131725,71.11091169897504,0.015666399902577323,4.557985801259732,4.675945352571365,22002.29216694178
Cairo,Cairo,2017-05-01,104.6770642398715,523.7591925946639,54.95381547285049,177.28504633974816,123.0865967606773,17.709709925465113,6.943400297569618,35.92705569286584,20.737013816068846,2.3299438578699214,3.899212326175826,1.7176016958870666,176.0,Unhealthy,20.66685191972526,24.12394873663204,0.04606920255402804,1.8943683298171572,6.6274437130860395,20002.07034776065
Cairo,Cairo,2017-06-01,63.42736562379941,167.05499763040882,35.43561375302253,141.72663929513047,93.89599411552109,14.384898186384103,3.261565189338039,19.303317883373015,37.12606390062327,0.9328320469261094,2.153502324031828,1.0393335476380574,155.0,Unhealthy,28.494763452759337,44.732913905274096,0.05953952133916708,3.1025628446824287,8.247634480931408,18893.413648740512
Cairo,Cairo,2017-07-01,57.68703435223519,139.96828831875214,17.86102534786132,85.26177214745871,54.655082672519626,2.0,2.9706007160114587,21.43463721227855,88.9933070594779,1.1006344776302253,1.9313199357545927,1.2582116071662102,152.0,Unhealthy,20.98845074447678,46.063948143238605,0.0757140981029381,4.455156634818467,5.759825960013483,25215.51039258205
Cairo,Cairo,2017-08-01,53.977926088214225,181.1586567212721,18.89915482286705,71.33028927884757,47.82160537390875,7.060575961418365,3.148798422371163,18.36181113078559,102.50098874280005,2.023466464812119,3.830060560830961,1.8272180729839234,146.0,Unhealthy for Sensitive Groups,15.882357535479663,29.012788539841758,0.09790734764364015,3.6607523459678752,5.679025269956323,16951.644043505545
Cairo,Cairo,2017-09-01,30.42956019265145,69.29259639029625,18.34990153286226,54.06784322845481,38.38140472349805,12.632718814565514,1.7970547338070353,14.988594007326933,78.1028265276432,1.1934218492519153,2.6675731180438675,1.441623364103051,90.0,Moderate,9.700583982343552,53.08633703861007,0.07213574518829226,4.779181851361128,9.857669015307216,18017.452204574496
Cairo,Cairo,2017-10-01,82.08560849779049,248.06667881704723,32.01940904311773,127.7966670302875,84.70252031890476,21.392981466598393,5.508790989839512,33.495664937086545,38.93842942692338,0.968321698492046,1.5590591004338588,0.8144250693161948,165.0,Unhealthy,24.311623228910495,32.570890200763735,0.04096990182066348,2.6180706330070844,6.4947466630341255,17539.236255183063
Cairo,Cairo,2017-11-01,91.41700424544766,309.62638291441124,70.14038807770635,157.6128294389332,120.70920528381897,18.038577315296642,2.4457759391777736,44.44645323972521,77.63893306785845,1.2770172451599036,1.550541113957896,1.174298586532743,170.0,Unhealthy,17.24824859329179,73.20729944090984,0.010074948981990935,2.5252903414570356,7.831413096677231,21006.60520765987
Cairo,Cairo,2017-12-01,81.14244452437832,227.84838502984317,37.706172159969434,193.47712463410642,122.52714730086021,11.564243956462224,5.7749219367211895,25.17072856992639,73.2401501686383,2.8101132685541494,4.007917052949333,4.2036177361559215,164.0,Unhealthy,13.987903047116447,50.77647942627954,0.09938299923270616,5.099442502194702,9.952709397456944,19640.005250866292
Cairo,Cairo,2018-01-01,66.87236579136923,221.65599512916071,23.989777953210606,111.69736850678642,71.91418762379843,14.046502203255383,2.3911470607719365,14.214991949567098,69.16563106178296,1.0134595512807856,1.7110830304502034,1.4984148975969287,157.0,Unhealthy,21.1288793474416,44.58440995232286,0.08541590867237787,3.467787064444594,8.170632116182723,20135.789725553437
Cairo,Cairo,2018-02-01,24.73919689274532,54.111481746457684,10.913101868655684,51.282415442360445,32.96362417483855,20.522715878996447,0.8214566489689313,7.7380599834708885,57.18444905501624,0.5344818705125978,1.3053937415525128,0.3230777672163883,78.0,Moderate,18.28980412503323,10.193967516285884,0.0325724815415311,1.9017551380598503,7.4687996672944355,15986.718548621386
Cairo,Cairo,2018-03-01,93.07435114305424,455.5130471002166,47.86431698256609,145.23789459544366,102.34417213634518,11.918336396458683,4.23753475841802,26.684240091270542,49.52741586004418,1.0325977864030838,2.4834506775805636,1.093302898667207,170.0,Unhealthy,16.226574053647315,18.986233142900772,0.0855956554085295,1.3812648904405547,7.864287161114388,17609.10564832465
Cairo,Cairo,2018-04-01,73.21769614834314,351.12303477541667,23.516789274757034,118.60049143911979,75.32215877835472,9.570222693513843,2.3631340231222238,19.83321536161066,74.68473451544517,1.1879289463174805,2.906986215132541,0.8444631993571179,160.0,Unhealthy,13.913046415277496,65.29697394216602,0.0584443816702915,5.5052372815989115,6.48183415738444,20182.246729115133
Cairo,Cairo,2018-05-01,65.04618399143315,233.72234662025943,25.043126533219507,100.9733910555975,66.78875432207302,19.40274281217556,1.9889323173330087,16.939925556407267,75.94733882793409,0.9959984143486275,2.3387490139708618,0.7813305694356707,156.0,Unhealthy,17.880916944183785,39.27435758262915,0.09607085227571845,4.976788203827784,6.5098728513117035,20020.758876537275
Cairo,Cairo,2018-06-01,72.23352577681736,192.49411244289925,35.705613465419546,138.74761359841685,92.46021034383328,20.580343575715354,5.071339874331281,30.666213530010904,72.58299404942827,2.491418416559466,5.452251690434516,2.9620166459846495,160.0,Unhealthy,17.765683005479097,41.38144730339208,0.09923631055610511,1.1750406347757298,7.435346567648849,21276.42411546957
Cairo,Cairo,2018-07-01,80.61999044991902,205.86674405278947,39.20455683503341,123.60992448287367,86.29167509849076,11.975517969433936,1.9038965184983294,31.96162348741172,89.13825426554762,0.9507775781897991,1.1590803544850259,1.1854649795650882,164.0,Unhealthy,4.6408186642901885,40.569352467594435,0.044194519627598544,5.364682650591442,6.266193516975321,23563.4665534998
Cairo,Cairo,2018-08-01,78.62560238232398,236.246197433938,61.3462124081866,163.9003985871879,119.3807038275485,17.43806400377638,5.61834338888354,28.112570962298697,90.05990368376712,2.1918677389620074,3.888093522283336,1.805152778699106,163.0,Unhealthy,14.32794937507108,42.03233482078251,0.028817772070293523,5.423454682577178,9.647785189339467,21200.600745730975
Cairo,Cairo,2018-09-01,43.21564953554723,147.25709536069016,34.82979471468991,88.24234171973693,65.22823231024623,14.797000507350136,2.230524371567575,15.471587031653693,57.93869663760269,1.1896992397315114,2.923788540477816,1.259899476761517,120.0,Unhealthy for Sensitive Groups,22.223926972177164,69.68074462645723,0.07734866092036921,5.058985498846743,12.25351137581901,20333.55047070407
Cairo,Cairo,2018-10-01,96.86835446935628,206.20237126083074,40.302191194489126,169.69611805782029,111.29910390372399,12.046664626648088,6.757856188629657,24.174932612135866,46.128157892484694,3.7268636579073005,5.01049905367427,4.315072311923335,172.0,Unhealthy,12.784874991504218,34.81808539769896,0.031144019972924895,4.606809959122269,4.013370788982261,18755.763065580613
Cairo,Cairo,2018-11-01,119.92548353052831,298.7601130934288,44.895775363337954,156.94003592813309,106.97297998447965,20.843661356711614,7.970205738141394,33.018554143015976,61.40665732511049,1.558569506604662,3.3487454249329702,1.593442625615009,184.0,Unhealthy,22.837793866848656,19.837626155313718,0.02062705294890096,4.005170293379466,6.508307383503661,16924.318021124192
Cairo,Cairo,2018-12-01,79.51090254244718,211.98378717113204,54.10696965490805,103.79108865729047,83.68597090546521,11.68014836429048,4.2151559146350035,12.802725232749184,77.31428711680334,2.326173373516519,5.03656077683161,1.168094770270982,163.0,Unhealthy,15.560422879615325,80.61601663269084,0.03737521334582814,2.9436230482709345,6.108370506401819,16892.777550860803
Cairo,Cairo,2019-01-01,50.4165152430942,135.25632131134452,39.46474402933109,94.61887408952526,71.06431760299387,18.780016011285152,2.5133268738126446,16.71789708816263,42.663970665810304,1.6535490258383454,2.445182769843799,1.0058304322540508,138.0,Unhealthy for Sensitive Groups,21.17500195139791,49.85895759092761,0.062141448904717754,3.451079732446067,6.319283545788856,16984.310545473345
Cairo,Cairo,2019-02-01,56.28682046672366,177.99100441282764,49.432991511870824,124.95126405212416,92.42365544891736,15.340381432506128,4.030255214748664,8.785295542894197,83.16759387021061,0.5766670032819685,1.3879262605480425,0.343727063722543,151.0,Unhealthy,16.880895402494303,40.90026924973802,0.06712329687047906,5.675118639626487,9.384524564528423,21069.776240674917
Cairo,Cairo,2019-03-01,53.02262072783121,252.33971747935448,16.123000315433025,103.43326825782722,63.36482234382793,14.137516905960968,2.4295742926610466,24.715227252918872,45.284925614120766,1.5603875974092354,2.307752678262789,1.3820071627786104,144.0,Unhealthy for Sensitive Groups,17.814144469730703,72.50957151805507,0.04085954823057335,4.546095197489262,7.21839795206216,17288.200486263322
Cairo,Cairo,2019-04-01,50.50621452574122,184.05384076519152,27.687853682525223,89.29137694452919,61.99899223233884,12.22387045810818,1.3966468699976122,13.44799503437958,96.3580315339022,0.678933791551363,1.6475889619186528,0.6362660948941944,138.0,Unhealthy for Sensitive Groups,10.70745016222363,66.42823152497262,0.0778320355239076,5.2220043057028365,6.459018779040003,15666.793768917065
Cairo,Cairo,2019-05-01,106.75072302703755,584.2993470311465,79.03745609768623,242.10776753703382,170.20696852640165,10.066923661426262,7.6453758449136195,12.496263100248468,75.9875441642011,3.085653136861475,6.11213819758268,2.543972700860254,177.0,Unhealthy,9.407856586172585,19.88880725407492,0.02405629772181828,2.144572773484418,9.352641393275615,20447.3419139501
Cairo,Cairo,2019-06-01,87.12480057141646,289.8855172366837,69.4502783770374,130.74251664653988,106.10218136249595,13.750488787339197,3.0903378523752965,8.773938421949412,66.52629770318349,1.620827420461988,1.962306689625223,1.7350319458461474,167.0,Unhealthy,8.501428765655241,58.512822597305295,0.05087593863024212,4.811981565468846,12.38200136145738,19406.503365793946
Cairo,Cairo,2019-07-01,58.55979756839332,162.26082904131493,19.75641079826052,98.53010132806926,62.69185142695479,12.437909632812364,1.3305002736342946,21.697646495991975,42.808891767781674,0.778035553185196,1.5521832383043834,0.46360718167928044,153.0,Unhealthy,10.199149241221889,53.688226446068825,0.09122204886157623,3.6726725078495743,8.457369324840478,21120.55595677661
Cairo,Cairo,2019-08-01,80.07065795784048,229.93592843164197,56.7195488208434,153.18690591842991,111.25042101181486,15.462582255724005,4.540985869753077,27.593470750666278,63.71214786214976,1.8955639894856926,3.643192568733708,2.8243724042523746,164.0,Unhealthy,13.548050369339808,30.120322351599917,0.060147159668841974,1.481697558340729,6.420448609050422,16232.56269881855
Cairo,Cairo,2019-09-01,67.23272050095268,150.89743109284498,31.82549776755903,108.02078196688387,74.11852825925475,9.012748952281713,2.829600548310163,27.4381605329147,53.89106213108923,1.9294530826470524,3.9603416027861917,1.7394851904884419,157.0,Unhealthy,13.111665736559655,10.0,0.07832935828535467,1.4825643037477712,7.246350584497179,21431.34620459657
Cairo,Cairo,2019-10-01,84.77568883421553,197.60949559138328,29.227111817706863,203.24445616495154,123.20993103080896,14.24162525090642,3.3022925276293833,33.88831895287508,53.398120017891095,1.6538611325411112,3.1093672264838705,0.9012477199814568,166.0,Unhealthy,14.558655116175043,42.497851564114654,0.09704342677888803,1.5527864590387126,8.937386139870005,19467.297079348613
Cairo,Cairo,2019-11-01,121.0102417983029,284.70749484695676,71.81492554887477,216.1968286540435,152.64622972754668,17.029814694729602,6.305460644951379,12.249952139312285,46.559977081255134,3.1245587506170946,6.164127479143636,3.878955185761331,185.0,Unhealthy,24.595181514786034,37.12621914384888,0.025338865736337125,1.8684916677624166,8.299727151441404,19693.93086578817
Cairo,Cairo,2019-12-01,90.76073132931938,240.1631476403313,35.840687253626896,121.43140453592073,83.35420864846024,11.633630007604783,1.892725810046539,15.140022383820716,60.674744000651835,1.9132658554042337,3.768736521812284,1.3741344332907395,169.0,Unhealthy,18.731060580368975,50.19415474705076,0.07269435952966989,3.157056826188083,9.972357755157983,17215.120130145082
Cairo,Cairo,2020-01-01,59.283479217800966,201.10247530670406,44.00046569356407,87.5743516185388,69.73465317541454,18.70491217037074,3.3023262137532914,13.656348408354578,58.19905599307313,2.263473535778759,5.155489567599138,1.2320085607333444,153.0,Unhealthy,9.522610303042697,32.8929625116273,0.08621733250690312,4.846935744766436,7.772878965778615,16842.817220940266
Cairo,Cairo,2020-02-01,91.29287311628012,254.03859198512512,67.99101359042862,171.29999093439562,126.82423239815685,19.24782567279954,4.125178258181781,11.376657110673596,44.23200544777773,2.545010830435587,5.2410591071506785,1.871049207788566,169.0,Unhealthy,11.67467425750622,39.79225028220923,0.012428713956379516,5.3824588182212505,5.310422121003569,19819.419039059543
Cairo,Cairo,2020-03-01,14.0,57.20366169505073,11.273369225895078,26.544881211070358,20.04367273159168,8.964252743078232,0.6226226692036908,2.3977430517513767,81.1446858346542,0.27640869531050255,0.4306389447583519,0.14528953034268705,55.0,Moderate,10.475388103657165,73.2697768518108,0.022982424631488477,5.537470069872007,10.831427849998297,18694.43040352987
Cairo,Cairo,2020-04-01,107.01327012250627,458.46235424510274,56.346896852861434,254.93146161820846,164.97752998966706,11.207971488105377,7.127279624009155,35.58974182947273,82.45625047622725,1.7672350185109886,2.2328695932248355,1.7377845208845777,178.0,Unhealthy,15.041296085261902,40.20413703077882,0.08562481498683985,1.4357889928183893,5.138998397580352,23100.55404627604
